生产资产ID,资产类型,资产名称,资产级别,剧本出处,关联场次或段落,基础描述,补全设计信息,状态变体,材质结构或声音特点,光影或环境要求,使用或生成需求,可复用范围,信息来源,确认状态,阶段2处理建议
BY-VFX-P0-003-第一足印月壤形变,VFX,第一足印月壤形变,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场8；镜050,靴底压实月壤，细颗粒向两侧位移,正常速度、无扬尘烟雾,接触;承重;足印稳定,细颗粒月壤,月面固定太阳光,极近景物理测试,07,剧本明确;科学约束,已确认锁定物理方向,阶段2技术测试
BY-VFX-P0-004-月面起飞羽流与留场余景,VFX,月面起飞羽流与留场余景,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场11；镜074,075",登月舱起飞，月尘贴地散开，固定摄像机停留,不出现外部轰鸣或阿波罗式留月下降级,点火;上升;余景,真空羽流、月尘,月面固定太阳光,起飞技术测试模板,10,剧本明确;科学约束,已确认锁定物理方向,阶段2技术测试
BY-VFX-P1-003-月地转移点火与月球远离,VFX,月地转移点火与月球远离,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场14；镜096,098",梦舟服务舱点火、姿态调整、月球弧面远离,运动速度克制，不做光速离月,点火;转移,无空气轨道运动,环月轨道太阳光,结尾视觉重建模板,13,剧本明确;科学约束,已确认采用,轨道视觉重建包
BY-SYM-P0-001-中华人民共和国国旗图形,SYM,中华人民共和国国旗图形,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场7,8,9,11；镜045,054,055,056,057,067,074",工程化国旗装置上的准确国旗图形,禁止模型自由生成星位，使用准确贴图或后期合成,折叠;展开;静止,织物与准确图形,月面固定太阳光,准确图形资产与贴合测试,08,项目锁定;创作者建议,已确认,国旗装置确认后贴合
BY-SYM-P1-001-未来纪实推演标识,SYM,未来纪实推演标识,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,16；镜001,114",明确艺术化推演属性的标识,后期添加，不进入AI原始画面,片头;片尾,后期图形,后期合成,统一包装资产,全片,项目锁定,已确认锁定,阶段2A建立包装规则
BY-SYM-P1-002-新闻条与日期标牌系统,SYM,新闻条与日期标牌系统,P1,01-02场,历史V1.1,新闻人物条、日期和任务标牌,后期添加，保证播出安全区和字体统一,多种新闻条,后期图形,后期合成,统一包装资产,01-02,剧本明确;项目锁定,历史停用（V1.2不调用）,V1.2已取消新闻段落；日期与任务阶段信息由BY-SYM-P1-003承担
BY-SYM-P1-003-任务阶段与时间跳跃标牌,SYM,任务阶段与时间跳跃标牌,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,5,7,8,9,12,14；镜001,026,043,057,058,065,080,100",制动下降、接近月面、月面后段、数小时后等标牌,只用确认的公众解说词，不冒充官方程序名称,多阶段,后期图形,后期合成,统一包装资产,多场,剧本明确;项目锁定,已确认锁定原则,阶段2A建立包装规则
BY-CRO-P1-001-北京飞控任务团队,CRO,北京飞控任务团队,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场2,4,5,6,8,10,11,12,14,15,16；镜006,012,022,028,031,035,041,053,072,077,083,088,097,104,107,113",不少于12名可辨岗位人员的任务群像,年龄、性别、脸、坐姿和岗位有差异，不复制同脸,常态;等待;确认后克制反应,正式工作服、控制台,飞控大厅任务光,群演构成表与群像资产,飞控场次,剧本明确;创作者建议,已确认,新闻飞控支持包
BY-SND-P0-001-舱内生命保障与设备底噪,SND,舱内生命保障与设备底噪,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,3,4,5,6,7,9,10,11,12,13,14,15；镜004,007,009,011,015,017,018,023,029,032,036,038,040,043,063,069,071,076,079,081,082,090,094,098,100,101,103,106",稳定连续的舱内声音母题,不独立制作，随视频同步生成，不压对白,梦舟;揽月,风扇、设备、轻微结构声,封闭舱内,正式镜头Prompt声音约束,舱内场次,项目锁定;剧本明确,已确认锁定,不进入独立声音资产映射
BY-SND-P0-002-地月无线电通信质感,SND,地月无线电通信质感,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16；镜001,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,038,040,041,043,044,045,046,047,048,049,050,051,052,053,054,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,101,102,103,104,106,108,112,113",带宽感、底噪和传播停顿,不独立制作，随视频同步生成，保持可懂度,地面到月球;月球到地面,无线电质感,任务通信链,正式镜头Prompt声音约束,通信场次,项目锁定;科学约束,已确认锁定,不进入独立声音资产映射
BY-SND-P1-001-舱门对接机构结构传导,SND,舱门对接机构结构传导,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,3,4,7,10,12,13,16；镜005,008,010,011,013,014,016,018,019,020,046,047,048,070,087,089,092,111,112",舱门、分离、接触、锁紧的结构传导声,只在舱内或结构路径可听，外部真空无巨大撞击,关闭;分离;接触;锁紧,机械与结构传导,舱内或结构路径,正式镜头Prompt声音约束,对接场次,剧本明确;科学约束,已确认锁定,随视频同步生成
BY-SND-P1-002-登月服内部呼吸与结构声,SND,登月服内部呼吸与结构声,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场7,8,9,10,11；镜044,046,047,048,049,050,051,052,054,057,058,059,060,061,062,064,066,067,068,069,070,071,073,074,075,076,078",头盔内呼吸、关节和扶手接触传导,来自航天服内部与任务通信音轨，不是月面外部环境声,静息;活动;略重呼吸,呼吸、织物、关节结构声,登月服内部,正式镜头Prompt声音约束,月面场次,项目锁定;科学约束,已确认锁定,随视频同步生成
BY-SND-P1-003-发动机舱内结构振动,SND,发动机舱内结构振动,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场4,5,14,15；镜024,038,098,103",下降和起飞时舱内可感知的结构振动,外部画面无空气轰鸣,点火;稳定工作;关机,低频结构振动,揽月舱内,正式镜头Prompt声音约束,下降与起飞,剧本明确;科学约束,已确认锁定,随视频同步生成
BY-SND-P2-001-新闻提示音,SND,新闻提示音,P2,01-01镜头,历史V1.1,片头单一克制提示音,不形成配乐，不反复使用,单次,短促提示音,新闻演播室,随片头视频生成或后期单点制作,01,剧本明确;项目锁定,历史停用（V1.2不调用）,V1.2无新闻包装提示音且全片无配乐
BY-REL-P0-001-三名航天员与岗位,REL,三名航天员与岗位关系,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,全片,三人外观、服装、声音、座位和岗位一一对应,关系切片供人物、场景和声音组共同继承,全过程,人物与岗位连续性,全片实际光源,跨资产关系记录,全片,剧本明确,已确认锁定,阶段2B分工包必带
BY-REL-P0-002-杨凛服装状态链,REL,杨凛服装状态链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,03-10,舱内飞行服到登月服再回舱内状态,顺序固定，不跨镜混用互斥状态,舱内;登月服;月尘;脱服后,服装连续性,舱内与月面,跨资产关系记录,03-10,剧本明确,已确认锁定,人物组关系切片
BY-REL-P0-003-陈砚服装状态链,REL,陈砚服装状态链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,03-10,与杨凛同阶段但工具痕迹不同,顺序固定，不跨镜混用互斥状态,舱内;登月服;月尘;脱服后,服装连续性,舱内与月面,跨资产关系记录,03-10,剧本明确,已确认锁定,人物组关系切片
BY-REL-P0-004-刘定槎与两张空座椅,REL,刘定槎与两张空座椅,P0,03-13场,历史V1.1,分离后空出、等待时存在、重聚后坐满,座位位置、束缚带和人物归属固定,三人;两空座;重新坐满,空间母题连续性,梦舟舱内任务光,跨资产关系记录,03-13,剧本明确,历史停用（V1.2不调用）,叙事关系失效；由BY-REL-P0-009替代
BY-REL-P0-005-揽月构型状态链,REL,揽月构型状态链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,01;03-12,着陆器＋推进舱交会对接—分离降轨—推进舱分离—着陆器下降／触月／整体起飞—再对接—受控处置。,禁止出现阿波罗式上升级下降级,完整;分离;着陆;起飞;对接,航天器构型连续性,轨道与月面光,跨资产关系记录,多场,剧本明确;公开资料,已确认锁定,按V1.2扩展后的完整状态链执行
BY-REL-P0-006-月面摄像机摄影来源,REL,月面摄像机摄影来源,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,08-10,先部署摄像机后才能调用国旗和起飞固定全景,位置、朝向和安全区不得漂移,折叠;部署;固定拍摄,空间与摄影来源连续性,月面固定太阳光,跨资产关系记录,08-10,剧本明确,已确认锁定,月面场景组关系切片
BY-REL-P0-007-国旗装置部署链,REL,国旗装置部署链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,08,折叠、搬运、底座稳定、支撑锁定、展开、静止,旗面无风，只允许部署余振,多状态,道具状态连续性,月面固定太阳光,跨资产关系记录,08,剧本明确;科学约束,已确认锁定,道具组关系切片
BY-REL-P0-008-样品转移链,REL,样品转移链,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,09-12,月面编号采样—装袋封口—主容器封闭—揽月固定—样品先行跨舱—梦舟样品柜锁止—回收接收。,容器外观、持有人和位置连续,空;装样;转移;固定,道具与人物接触连续性,月面与舱内,跨资产关系记录,09-12,剧本明确,已确认锁定,道具组关系切片
BY-REL-P1-001-月面空间总图,REL,月面空间总图,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,04-10,登月舱、舷梯、摄像机、国旗、科学设备、车辙和羽流安全区关系,阶段2锁定太阳方向和坐标,着陆前;作业;起飞后,空间连续性,月面固定太阳光,空间设计卡,04-10,剧本明确;创作者建议,已确认,场景组核心关系切片
BY-REL-P1-002-两侧舱门顺序,REL,两侧舱门顺序,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,03;12-13,返回转移后先关闭揽月侧，最终分离前关闭梦舟侧,两侧舱门名和状态不得混淆,开启;关闭;密封;分离,机构与程序连续性,两器舱内,跨资产关系记录,对接场次,剧本明确,已确认锁定,场景与道具组共用
BY-REL-P1-003-声音来源真实性,REL,声音来源真实性,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,全片,月面外部无空气传播声，呼吸与无线电来自任务通信音轨,全片不要配乐，声音随视频同步生成,舱内;月面;轨道;地面,声音来源连续性,各场环境,正式镜头声音关系记录,全片,项目锁定;科学约束,已确认锁定,阶段3每镜终检
BY-SCN-P0-005-梦舟环月工作位,SCN,梦舟返回舱环月工作位,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,3,9,11,12；镜004,007,018,063,079,081",三座承力座椅区的环月工作状态视图；刘定槎从任务席完成交会、遥测和轨道协同。,工作位不是第四个位置；任务席、共享前上方显示控制区和相邻两张空座属于同一承力座椅区。,初次交会；环月留守；上升目标捕获；再交会；地月返回准备,承力座椅、暖白喷涂面板、石墨灰控制件、织物软包、蓝色扶手,舱顶暖白任务灯＋屏幕微弱冷光；窗外黑暗,任务席MASTER、正向工作视图、肩后工作视图,第1、3、9、11—14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P0-006-北京飞控大厅与任务主屏,SCN,北京飞控大厅与任务主屏,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场2,4,5,6,8,10,11,12,14,15,16；镜006,012,022,028,031,035,041,053,072,077,083,088,097,104,107,113",真实国家任务控制大厅尺度，核心席、任务主屏和分层工作席可辨。,不做商业科幻舰桥；屏幕只生成无字结构底图，可读信息后期添加。,交会；下降；触月；月面活动；起飞；再交会；返回；再入；任务完成,低反光控制台、克制蓝灰屏光、暖白顶灯,稳定任务光，人物与环境共享光源,MASTER、任务席、主屏、控制台局部,第2、5、6、8、10、12、14—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P0-007-返回舱再入视觉环境,SCN,返回舱再入视觉环境,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜102,104,105,106,108",近地空间、高层大气、地球弧面和返回舱跳跃式再入的统一视觉环境。,第一次擦入、短暂跃出、第二次再入、黑障和开伞属于同一连续轨迹。,服务舱分离；第一次再入；跃出；第二次再入；辉光减弱；开伞,地球蓝白层次、黑色近地空间、受控等离子辉光,太阳光、地球反照与等离子自发光来源清楚,再入MASTER及关键状态视图,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P0-008-预定着陆区与搜救现场,SCN,预定着陆区与搜救现场,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15,16；镜109,110,111,112,113,114",返回舱陆上着陆、空地搜救、舱体处置和医学接收的一体化现场。,着陆地点保持泛化，不制造具体未公布地名。,落点椭圆；气囊触地；空地抵达；安全检查；开舱；医学检查；样品接收,真实荒漠／草原地表、工程车辆、医疗与安全装备,克制日间自然光；现场风尘只按地球环境表现,MASTER、航拍、手持长焦、舱门医疗视图,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P1-007-佳木斯66米深空测控站,SCN,佳木斯66米深空测控站,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,5,8,11；镜003,035,053,077",大型深空天线与值班测控工作区。,天线结构以公开资料为锚，界面无可读伪参数。,月轨交会；动力下降；月面活动；月面起飞；地月返回,真实天线钢结构、设备机柜和控制台,外景自然光／夜间按镜头统一；室内任务光,天线MASTER、长焦跟踪、值班工作区,第1、5、8、11、14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P1-008-喀什35米深空测控站,SCN,喀什35米深空测控站,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场4,5,11；镜022,035,077",深空测控天线与备份链路工作区。,与佳木斯在尺度和环境上可区分。,降轨接力；动力下降备份；月面起飞双目标跟踪；地月返回,公开天线结构、干旱地区工程环境,外景自然光；室内任务光,天线MASTER、跟踪状态视图,第4、5、11、14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P1-009-VLBI测轨席,SCN,VLBI测轨席／天衡界面,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场12；镜083,多站测轨数据汇聚与轨道解算校核席位。,不等同于单一青岛站；屏幕只做抽象底图。,降轨解算；下降外测；起飞窗口；再交会校核；返回走廊,克制控制台、深色任务屏、有限实体输入设备,稳定室内任务光,席位MASTER和控制台局部,第4、5、10、12、14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P1-010-北京飞控地质席,SCN,北京飞控地质席,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场9；镜061,地质专家把落区图与月面摄像叠合的工作席。,属于北京飞控体系，不另造科幻实验室。,路线建议；样品点核对；载荷遥测,控制台、无字地图底图、通信耳机,继承飞控大厅任务光,席位MASTER、分屏局部,第9场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-SCN-P1-011-搜救指挥中心,SCN,返回器搜救指挥中心,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场16；镜110,落点预测、空地接力和回收状态闭合的指挥空间。,与北京飞控可剪辑区分，界面后期添加。,落点收敛；队伍接近；舱体与乘组状态闭合,真实调度席、通信设备、地图屏底图,克制任务光,MASTER、主屏／席位局部,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-LGT-P0-004-月面艺术化任务日光,LGT,月面艺术化任务日光,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场5,6,7,8,9,10,11；镜027,030,032,033,034,037,038,039,042,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,064,066,067,068,069,074,075",为可见性与跨镜连续性建立的单一硬质平行主光。,MASTER左前上方入光、阴影右后；方位225°、高度22°仅为美术生产坐标。,下降；触月；EVA；国旗；科学任务；返舱；起飞,高反差硬光、有限月壤反射、白色装备高光受控,黑天空、无大气散射、无来源轮廓光、无HDR抬暗部,先在月面MASTER锁定，再供所有月面视图继承,第5—11场,V1.2剧本明确＋项目锁定＋公开工程资料边界,用户已确认,重做月面MASTER光影校准测试
BY-LGT-P0-005-返回舱再入等离子辉光,LGT,返回舱再入等离子辉光,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜104,106,108",高速再入时防热大底周围的受控等离子自发光。,两次再入强度变化清楚，不做爆炸火球。,第一次再入；跃出减弱；第二次再入；黑障；恢复,橙白核心、稀薄红橙尾迹、舱体暗部受自发光照亮,与地球弧面和太阳光逻辑统一,与再入VFX联动制作,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-LGT-P1-006-深空测控站任务光,LGT,深空测控站任务光,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,4,5,8,11,12；镜003,022,035,053,077,083",佳木斯、喀什和VLBI工作区统一的克制任务照明。,不同站点保留环境差异。,常态；关键窗口,中性暖白顶灯、低亮屏光,禁止科幻蓝光大厅,随场景母图锁定,第1、4、5、10—14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-LGT-P1-007-搜救着陆区日间自然光,LGT,搜救着陆区日间自然光,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15,16；镜109,110,111,112,113,114",回收现场可辨识的克制自然日光。,不锁定具体回收地经纬度和天气实况。,低空；着陆；搜救抵达；开舱；终景,自然天空光、地表反射、返回舱高温表面,无电影式金色逆光,与搜救现场MASTER同步确认,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P0-005-梦舟月轨组合体,VEH,梦舟返回舱＋服务舱月轨组合体,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场1,2,4,12,13,14；镜002,005,008,010,011,020,021,084,085,087,093,095,096,098",返回舱、无人服务舱、太阳翼和前向对接口可辨认的完整组合体。,服务舱不可出现载人舷窗或观察室。,环月待机；两次对接；地月转移姿态,隔热材料、太阳翼、推进与热控外部设备,继承环月轨道光,完整组合体结构验证和关键状态视图,第1—4、12—14场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P0-006-梦舟返回舱独立再入构型,VEH,梦舟返回舱独立再入构型,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜102,104,105,106,108",服务舱分离后的独立返回舱，防热大底朝向清楚。,外形以公开返回舱方向为锚，未公开细部克制补全。,分离；姿态调整；等离子再入；开伞前,烧蚀防热材料、耐高温外表、天线区域,再入辉光与高层大气,结构验证＋再入状态继承,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P0-007-返回舱群伞气囊着陆构型,VEH,返回舱群伞／气囊着陆构型,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15,16；镜108,109,110,111,112,113,114",返回舱稳定伞、主伞、充气气囊和陆上着陆状态。,明确属于公开技术基础上的艺术方案。,稳定伞；主伞；气囊充气；触地滚摆；着陆稳定,高强织物伞具、烧蚀舱体、工程气囊,地球大气与日间现场光,与开伞、气囊VFX和搜救场景联合验证,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P1-004-揽月月面起飞状态,VEH,揽月整器月面起飞状态,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场11；镜074,075,078",四条着陆腿随着陆器整体离月的构型。,禁止阿波罗式留月下降级。,点火；垂直上升；俯仰转弯；入轨,继承已确认揽月材料,艺术化月面日光与贴地羽流,由揽月基础资产派生状态,第11场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P1-005-揽月月轨再对接状态,VEH,揽月月轨再交会对接状态,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场12；镜084,085,087",月面起飞后的揽月与梦舟轴向接近、捕获和硬连接。,与首次对接使用同一接口家族。,近程导引；百米点；最终接近；捕获；硬连接,继承揽月和梦舟外部材料,环月轨道光,两器尺度与对接轴线验证,第12—13场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P1-006-揽月受控处置状态,VEH,揽月受控分离处置状态,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场13；镜093,095",人员与样品转移完成后，揽月与梦舟分离并进入另一条处置轨迹。,不锁定具体撞击点。,分离；安全距离；轨迹分叉；远离,继承揽月基础构型,环月轨道光,与处置轨迹VFX联合制作,第13场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P1-007-梦舟服务舱近地分离状态,VEH,梦舟服务舱近地分离状态,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场15；镜102,近地再入前服务舱与返回舱分离，只有返回舱进入大气。,服务舱保持无人非密封外部结构。,主供能关闭；分离；返回舱调姿,继承梦舟组合体材料,近地空间与地球反照,外部构型状态验证,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VEH-P1-008-搜救直升机与地面车辆,VEH,搜救直升机与地面车辆配置,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场16；镜110,空中和地面两路接近返回舱的搜救载具。,不绑定未公布型号和涂装细节。,远距接近；抵达；医疗／样品转运,真实搜救工程装备,着陆区自然光,载具配置与尺度验证,第16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-PRP-P1-007-任务数据盒与随身救生包,PRP,任务数据盒与随身救生包,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场3；镜014,人员转移前先行跨舱的小型固定任务物品。,可由戴手套人员沿固定索传递。,梦舟固定；通道传递；揽月固定,耐磨织物包、硬壳数据盒、系留点,舱内任务光,道具结构与手套尺度验证,第3场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-PRP-P1-008-主样品容器编号与固定座,PRP,主样品容器编号、封签与固定座,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场10,11,13,14,16；镜068,071,076,089,101,113",承载采样袋并贯穿月面—揽月—梦舟—回收链。,编号、封签和可读信息后期添加。,空载；接近上限；封闭；外平台锁止；舱内锁止；跨舱；回收接收,金属／复合材料硬壳、双重锁止,月面与舱内光影分别继承,与BY-PRP-P0-005形成容器系统,第9—10、13—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-PRP-P1-009-污染控制用品,PRP,月尘污染控制用品,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场10；镜071,返舱后擦拭登月服接口和样品容器的工具。,不表现扬尘和随意脱服。,收纳；擦拭；封存,低掉屑擦拭材料、密封袋、固定夹,揽月舱内任务光,道具组轻量结构验证,第10场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-PRP-P1-010-返回舱样品柜与锁止,PRP,梦舟返回舱样品柜与锁止,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场14；镜101,返航时独立固定主样品容器的紧凑柜体。,与三座承载区不冲突。,空；容器锁止；回收交接,暖白设备柜、金属锁扣、软性防撞衬垫,梦舟舱内任务光,与梦舟返航构型联合验证,第13—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-PRP-P1-011-返回舱信标与现场安全工具,PRP,返回舱信标与现场安全处置工具,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场16；镜111,着陆后定位、温度／电气安全检查和舱门处置用品。,不写可读型号和未公布程序。,信标工作；安全检查；开舱准备,耐候工程设备、测温和绝缘工具,着陆区自然光,搜救场景道具组,第15—16场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VFX-P0-005-返回舱等离子辉光与黑障视觉,VFX,返回舱等离子辉光与黑障视觉,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜104,106,108",两次再入的等离子辉光、热流变化和通信衰减可见结果。,黑障是信号状态，不表现飞船故障。,第一次再入；跃出减弱；第二次再入；黑障；通信恢复,受控橙白辉光、稀薄尾迹,高层大气，无爆炸式火焰,高风险技术测试,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VFX-P0-006-稳定伞与主伞展开,VFX,返回舱稳定伞／主伞展开,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场15；镜108,辉光减弱后伞具按程序依次展开，下降姿态稳定。,高度与伞型保持泛化。,稳定伞；主伞；稳定下降,真实织物充气和绳索受力,地球大气环境,与返回舱群伞构型联合测试,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VFX-P0-007-气囊触地滚摆,VFX,返回舱气囊触地与滚摆,P0,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,场15；镜109,气囊充气、触地、短距离滚摆并稳定。,属于艺术化陆上回收方案。,充气；触地；滚摆；稳定,地表尘土和气囊变形符合地球环境,着陆区自然光,与搜救MASTER联合测试,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VFX-P1-004-姿控喷流,VFX,月轨姿态控制喷流,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场2,4,12,13,15；镜008,025,084,093,102,103",两器交会、分离和姿态调整时的短促微弱喷流。,外部静音，不形成爆炸火焰。,接近；停泊；分离；调姿,稀薄短促羽流,太空真空,梦舟／揽月通用模板,第2、4、12—15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
BY-VFX-P1-005-半弹道跳跃式再入轨迹,VFX,半弹道跳跃式再入轨迹,P1,V1.2逐镜映射见data/阶段1_114镜资产调用映射_V1.2.csv,"场15；镜104,105,106",第一次擦入、跃出稠密大气、再次下弯和第二次再入的后期轨迹表达。,不得写成进入地球同步轨道。,第一次入射；跃出；第二次入射,克制轨迹线和地球弧面,可读数字后期制作,后期轨迹模板,第15场,V1.2剧本明确＋项目锁定＋公开工程资料边界,已确认生产方向,阶段2A重入后按生产包执行
